bids_name	NumberOfShells	bValues	bValuesEstimation	bdiffs_max	bdiffs_mean	bdiffs_median	bdiffs_min	efc_shell01	efc_shell02	fa_degenerate	fa_nans	fber_shell01	fber_shell02	fd_mean	fd_num	fd_perc	ndc	sigma_cc	sigma_pca	sigma_piesno	snr_cc_shell0	snr_cc_shell1_best	snr_cc_shell1_worst	spikes_global	spikes_slice_i	spikes_slice_j	spikes_slice_k	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv
sub-026_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.0435	0.0251	0.0246	0.0052	0.3529	0.4654	0.0	0.0	356207.0938	102563.7344	1.5771	64	98.46153846153847	0.8988	2680.5448	454.202	181.6165	5.07	5.97	5.97	1687.46	7557.98	6817.38	4722.24	122.4382	0.0	545.435	0.0	901666.0	0.0	2277.0	1742.1564	0.2379	5008.2303	12812.4172	12250.0	212446.0	0.0	26859.0	7198.8868	5.7463	2441.8459	12835.7771	12485.0	35946.0	8872.0	17906.0	3248.9724
sub-028_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.3548	0.1596	0.1443	0.005	0.3524	0.4618	0.0	0.0	31385.6758	125195.7266	29.3012	64	98.46153846153847	0.9034	48.9259	10.3375	4.3627	4.91	6.03	6.03	1456.68	7446.62	6875.71	4921.31	225.697	1.4826	16.3119	1.0	901568.0	0.0	61.0	65.2143	9.5744	118.6082	413.1664	286.0	212544.0	125.0	1154.0	340.0934	85.0276	44.4781	261.0176	249.0	43392.0	179.0	351.0	99.8238
sub-029_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.3697	0.2398	0.2419	0.0716	0.3136	0.4168	0.0	0.0	-1.0	1164854.875	24.1317	64	98.46153846153847	0.4833	50.4085	12.5045	0.0	5.28	5.65	5.65	1109.04	6865.1	5961.89	4140.06	278.4563	0.0	16.1819	0.0	932559.0	0.0	62.0	80.6353	7.3237	114.1604	460.4898	302.0	181553.0	156.0	1435.0	400.3219	84.1545	40.0303	274.039	261.0	37247.0	195.0	359.0	101.1277
sub-02_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.3903	0.2365	0.2257	0.0136	0.3197	0.4438	0.0	0.0	33512.0547	65728.625	40.4067	64	98.46153846153847	0.9213	32.6172	9.7762	0.4377	5.86	6.18	6.18	1222.19	6948.18	6651.23	4532.56	398.5989	1.4826	11.7783	1.0	911556.0	0.0	45.0	54.1993	7.1438	115.643	386.1576	242.0	202556.0	98.0	1198.0	354.6129	86.4744	35.5825	213.851	204.0	38989.0	147.0	291.0	80.2951
sub-030_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.0319	0.0161	0.0158	0.0048	0.3057	0.4555	0.0	0.0	239528.7344	10523.9082	1.9203	64	98.46153846153847	0.9642	1602.693	447.6544	22.308	6.39	8.91	8.91	1304.7	6633.55	6732.54	4407.68	122.6281	99.3343	551.0826	67.0	930281.0	0.0	2159.0	1842.9917	0.3022	5405.5677	10620.7485	10052.0	183831.0	0.0	26382.0	7611.7488	13.1977	1802.8443	10398.3648	10052.0	29909.0	7355.0	14373.0	2736.7904
sub-035_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.3586	0.1926	0.1912	0.0092	0.3052	0.4096	0.0	0.0	-1.0	511065.4062	23.3802	64	98.46153846153847	0.7859	38.5477	10.6794	0.4692	6.61	5.83	5.83	1069.63	6423.22	5838.16	3892.16	364.9757	0.0	9.3443	0.0	939840.0	0.0	38.0	38.8718	8.1948	118.6082	357.2236	247.0	174272.0	77.0	1017.0	306.8439	62.8726	44.4781	246.7785	227.0	38768.0	158.0	390.0	115.2578
sub-036_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.3443	0.2123	0.2311	0.0187	0.3398	0.4262	0.0	0.0	-1.0	1292431.0	47.8008	64	98.46153846153847	0.5907	32.6172	9.8206	0.4965	6.63	7.26	7.26	1385.86	7273.4	6607.04	4237.72	330.2603	0.0	11.824	0.0	907924.0	0.0	45.0	59.8225	23.2257	88.9561	311.0749	235.0	206188.0	103.0	787.0	257.881	82.0003	38.5477	222.1368	210.0	53085.0	158.0	310.0	75.5429
sub-037_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.2422	0.0656	0.0343	0.0013	0.3284	0.4381	0.0	0.0	-1.0	295356.6562	11.6679	64	98.46153846153847	0.6451	40.0303	9.7533	0.0	5.78	5.1	5.1	1298.75	7271.63	6460.34	4419.88	530.1517	0.0	10.9052	0.0	910538.0	0.0	39.0	60.7269	5.6204	102.2996	351.5206	236.0	203574.0	104.0	1021.0	294.346	77.1476	38.5477	225.6729	213.0	42915.0	155.0	310.0	84.4566
sub-038_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.2413	0.1778	0.2058	0.0226	0.3077	0.4298	0.0	0.0	29910.543	37230.9062	10.8635	64	98.46153846153847	0.8939	38.5477	9.1313	0.4789	5.82	7.44	7.44	1158.78	6790.87	6158.09	4254.62	383.1679	1.4826	10.718	1.0	932778.0	0.0	37.0	50.9453	7.9052	117.1256	385.2149	250.0	181334.0	109.0	1142.0	339.4893	72.26	40.0303	227.3544	210.0	36449.0	152.0	331.0	105.6808
sub-039_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.0236	0.0147	0.0147	0.0022	0.3145	0.4361	0.0	0.0	463234.9062	33900.6914	2.9279	64	98.46153846153847	0.5346	2495.2195	465.78	22.509	4.78	43.11	43.11	1365.34	7133.77	6151.02	4279.03	111.8716	100.817	545.3109	68.0	930243.0	0.0	2627.0	1694.2353	-0.2973	7493.0716	11201.8089	10985.0	183869.0	0.0	27367.0	8251.2532	2.9911	2898.4873	12857.7905	12132.0	26230.0	7818.0	21231.0	4167.9996
sub-03_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.3457	0.1014	0.0214	0.0008	0.3255	0.4201	0.0	0.0	-1.0	1268940.375	24.8224	64	98.46153846153847	0.8857	36.3238	8.6849	0.4444	5.96	5.58	5.58	1356.72	7089.58	6492.15	4323.17	187.6094	0.0	11.9776	0.0	928302.0	0.0	41.0	60.3162	10.8093	96.3691	341.254	239.0	185810.0	114.0	935.0	273.0155	83.3438	34.0999	226.34	213.0	36593.0	159.0	306.0	97.1928
sub-041_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.3707	0.1828	0.1809	0.0239	0.2794	0.3889	0.0	0.0	33673.3164	283463.2812	25.4882	64	98.46153846153847	0.594	31.1346	9.4701	0.4922	8.49	9.41	9.41	969.2	5804.58	5458.14	3575.72	652.4125	1.4826	10.8151	1.0	960492.0	0.0	45.0	56.3367	12.3855	118.6082	405.8082	273.0	153620.0	78.0	1242.0	373.535	66.6828	41.5129	250.1232	241.0	22725.0	171.0	336.0	81.0424
sub-042_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.384	0.1681	0.1818	0.0085	0.3088	0.4158	0.0	0.0	-1.0	327658.9375	36.1025	64	98.46153846153847	0.3658	59.3041	11.4474	0.5246	5.25	4.02	4.02	1256.25	6638.86	6073.25	4133.49	340.4502	0.0	11.8394	0.0	934459.0	0.0	42.0	60.8555	6.2941	143.8124	462.7767	309.0	179653.0	128.0	1310.0	384.5463	36.2306	47.4433	285.9541	271.0	32334.0	200.0	400.0	92.1478
sub-043_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.3706	0.1383	0.123	0.0292	0.372	0.4546	0.0	0.0	-1.0	548733.8125	36.319	64	98.46153846153847	0.9001	45.9607	10.3843	3.9234	5.76	5.28	5.28	1616.89	7328.2	7188.56	4764.5	196.432	0.0	14.3905	0.0	887035.0	0.0	67.0	51.9483	11.8849	105.2648	360.2553	268.0	227077.0	118.0	957.0	278.7156	63.399	50.4085	259.2142	244.0	57377.0	171.0	370.0	97.319
sub-044_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.0376	0.0163	0.0161	0.0019	0.3173	0.4725	0.0	0.0	92694.8906	14921.0088	2.4589	64	98.46153846153847	0.9372	1761.3314	428.4949	174.3019	4.79	10.02	10.02	1271.69	7142.6	6470.94	4551.34	122.9221	96.3691	551.0697	65.0	917499.0	0.0	2177.0	1776.8947	0.5793	4604.9625	10824.1576	9573.0	196613.0	0.0	26467.0	7332.3803	11.3097	1865.1136	9873.2103	9507.0	30354.0	6335.0	14522.0	3063.7215
sub-045_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.0295	0.014	0.0146	0.001	0.3015	0.4391	0.0	0.0	336821.8438	66772.5	2.0713	64	98.46153846153847	0.7014	1522.6325	469.0525	20.9565	6.53	9.09	9.09	1194.8	6873.94	6241.16	4243.35	133.6857	93.4039	473.6364	63.0	926934.0	0.0	2115.0	1544.5958	0.5028	4563.4496	11510.3935	11090.0	187178.0	0.0	25644.0	7063.2709	9.0602	1897.7308	11086.9281	10833.0	26337.0	7564.0	15576.0	3163.961
sub-046_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.3554	0.1851	0.1678	0.0147	0.3251	0.4347	0.0	0.0	41910.3008	37061.3477	44.8119	64	98.46153846153847	0.8801	40.0303	9.8087	0.4703	6.29	5.93	5.93	1280.7	6983.53	6156.32	4179.5	454.1302	1.4826	12.9354	1.0	922337.0	0.0	55.0	49.2657	3.7827	152.708	445.0264	291.0	191775.0	101.0	1249.0	374.711	48.3402	44.4781	259.1081	250.0	31642.0	181.0	355.0	76.8291
sub-047_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.2052	0.1365	0.1392	0.013	0.3544	0.4526	0.0	0.0	-1.0	193878.7031	12.2277	64	98.46153846153847	0.6388	48.1846	9.3835	0.5101	4.72	4.97	4.97	1528.36	7641.05	6592.9	4614.26	262.7112	0.0	13.9568	0.0	905338.0	0.0	58.0	61.3365	11.2417	117.1256	360.1197	258.0	208774.0	123.0	933.0	277.4472	62.252	41.5129	241.014	222.0	38596.0	156.0	358.0	111.897
sub-048_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.2918	0.0937	0.0784	0.0015	0.3069	0.4283	0.0	0.0	-1.0	240709.5625	25.3205	64	98.46153846153847	0.5963	25.2042	10.0945	0.573	8.84	7.79	7.79	1174.97	6979.99	5797.51	4222.69	407.3377	0.0	12.5228	0.0	931807.0	0.0	46.0	63.8576	8.1425	134.9168	403.551	258.0	182305.0	96.0	1176.0	361.7997	87.0376	38.5477	221.1096	206.0	35220.0	148.0	313.0	104.6832
sub-049_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.2055	0.0526	0.0294	0.0138	0.3059	0.4179	0.0	0.0	42437.8906	22056.666	8.8292	64	98.46153846153847	0.7737	49.6672	10.4284	0.5166	5.69	5.07	5.07	1187.11	6080.32	6085.62	4112.83	285.656	1.4826	11.8103	1.0	942759.0	0.0	48.0	51.2287	4.0371	176.4297	507.9728	322.0	171353.0	140.0	1358.0	409.4586	91.4643	42.9955	268.0775	255.0	23118.0	192.0	372.0	87.3913
sub-04_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.3916	0.2627	0.2767	0.0038	0.2975	0.3867	0.0	0.0	-1.0	8387624.5	29.5456	64	98.46153846153847	0.4542	53.3737	12.9784	0.5735	5.99	4.85	4.85	1198.72	6364.89	5919.47	3697.79	561.6807	0.0	12.1202	0.0	950463.0	0.0	45.0	77.7662	8.9646	130.469	483.1045	350.0	163649.0	159.0	1328.0	377.3616	70.5564	47.4433	332.3616	316.0	32308.0	244.0	446.0	105.1226
sub-050_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.3836	0.2288	0.2216	0.0362	0.2883	0.408	0.0	0.0	-1.0	173102.8281	35.7192	64	98.46153846153847	0.831	26.6868	8.4592	0.7308	6.98	6.45	6.45	992.94	5965.43	5816.95	3815.17	304.9499	0.0	13.3914	0.0	962367.0	0.0	44.0	67.3367	4.9528	123.056	367.5915	230.0	151745.0	98.0	1129.0	334.8848	54.683	37.0651	197.6114	183.0	32428.0	127.0	299.0	84.4058
sub-051_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.0355	0.0201	0.0193	0.0025	0.3025	0.4354	0.0	0.0	701090.375	51359.6797	2.3977	64	98.46153846153847	0.7866	2357.3375	503.6897	24.3916	5.21	4.4	4.4	1290.78	6866.87	6326.0	4279.97	100.0086	108.23	588.693	73.0	937756.0	0.0	2599.0	1936.0995	-0.1953	6315.8855	11368.901	11701.0	176356.0	0.0	26797.0	7996.0018	9.262	1924.4177	12281.9991	11989.0	27225.0	8738.0	16756.0	3140.3228
sub-052_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.3912	0.2513	0.2626	0.0148	0.3141	0.4106	0.0	0.0	-1.0	811746.625	22.0212	64	98.46153846153847	0.7647	50.4085	9.9727	0.4948	4.78	5.71	5.71	1249.95	6631.79	6234.09	4155.09	960.819	0.0	11.0486	0.0	926974.0	0.0	46.0	65.0432	12.1421	112.6778	378.7801	271.0	187138.0	76.0	1046.0	318.8699	81.2371	38.5477	252.524	236.0	38811.0	178.0	344.0	101.3435
sub-053_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.0271	0.0142	0.013	0.0018	0.3161	0.4597	0.0	0.0	369544.875	45273.6484	1.9439	64	98.46153846153847	0.7219	2056.3693	507.3627	25.9759	5.21	6.52	6.52	1314.34	7648.12	6133.34	4502.52	103.3404	0.0	585.9759	0.0	916707.0	0.0	2386.0	1851.817	0.0953	5599.7886	11596.5474	10786.0	197405.0	0.0	26889.0	7598.2273	10.2248	1937.7611	10536.0746	10093.0	35704.0	7009.0	15409.0	3101.3471
sub-055_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.3891	0.223	0.1948	0.0304	0.3007	0.4127	0.0	0.0	-1.0	596539.125	42.0226	64	98.46153846153847	0.7024	47.4433	10.1036	0.5367	6.21	4.98	4.98	1115.19	6566.39	5793.98	4279.97	303.6893	0.0	13.452	0.0	928823.0	0.0	51.0	66.996	8.3566	146.7776	467.5675	289.0	185289.0	104.0	1441.0	438.2307	43.7064	59.3041	276.8819	265.0	18786.0	173.0	388.0	98.191
sub-056_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.0414	0.0251	0.0251	0.0069	0.3074	0.4217	0.0	0.0	1533438.375	238174.9844	2.1624	64	98.46153846153847	0.5778	1533.0107	475.664	22.98	8.49	6.67	6.67	1247.62	6202.28	5891.19	3993.58	150.5189	0.0	458.6822	0.0	943662.0	0.0	1929.0	1635.4273	0.1437	5208.3816	12030.2169	11640.0	170450.0	0.0	26516.0	7410.3822	6.3991	2246.1424	12661.0965	12326.0	28945.0	8607.0	18388.0	3522.9598
sub-057_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.3599	0.2067	0.1945	0.0414	0.3216	0.4319	0.0	0.0	-1.0	797856.75	28.3038	64	98.46153846153847	0.5642	44.4781	11.7486	3.9908	5.91	6.17	6.17	1280.33	6615.88	6364.89	4005.78	750.7087	0.0	12.9937	0.0	926741.0	0.0	50.0	70.3527	9.5014	128.9864	394.0056	284.0	187371.0	86.0	1086.0	323.0989	84.1612	45.9607	261.377	248.0	37473.0	175.0	364.0	102.0722
sub-058_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.0361	0.017	0.0164	0.0039	0.303	0.4608	0.0	0.0	610295.875	68206.7344	2.1274	64	98.46153846153847	0.8726	1978.5327	493.981	23.9394	5.68	3.57	3.57	1262.9	6918.13	6822.68	4356.03	96.6802	0.0	632.1602	0.0	926179.0	0.0	2593.0	1956.257	0.0619	5599.7886	11243.7063	11113.0	187933.0	0.0	26601.0	7715.7845	8.4347	2194.2513	11615.3198	11410.0	28559.0	7633.0	15856.0	3118.6699
sub-05_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.369	0.1738	0.1644	0.0253	0.2987	0.3977	0.0	0.0	-1.0	536195.0625	36.5806	64	98.46153846153847	0.8671	41.5129	10.5852	0.4805	6.44	6.91	6.91	1096.67	6212.88	5924.77	3825.5	286.1841	0.0	11.9522	0.0	947825.0	0.0	46.0	57.7105	9.3345	128.9864	416.6347	280.0	166287.0	113.0	1208.0	361.2486	78.8699	44.4781	253.4516	243.0	33716.0	177.0	349.0	82.5968
sub-060_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.2275	0.1025	0.1123	0.0036	0.3283	0.4452	0.0	0.0	27916.4961	36109.793	13.9518	64	98.46153846153847	0.6526	40.0303	9.669	0.515	6.05	6.07	6.07	1318.9	7321.13	6260.61	4590.78	658.5929	1.4826	11.5993	1.0	907668.0	0.0	50.0	47.8002	4.3993	145.295	407.6515	260.0	206444.0	93.0	1156.0	355.5971	39.6807	44.4781	231.2346	219.0	37668.0	150.0	338.0	79.4845
sub-061_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.238	0.1546	0.1505	0.0263	0.2984	0.4269	0.0	0.0	30625.3262	113978.7266	19.6726	64	98.46153846153847	0.1279	31.1346	10.8442	0.4961	6.2	5.99	5.99	1125.79	6803.24	5474.05	3996.39	240.4423	1.4826	14.651	1.0	947595.0	0.0	43.0	83.0611	2.9816	131.9516	419.9275	262.0	166517.0	106.0	1241.0	362.0666	59.5283	38.5477	225.0115	211.0	28801.0	154.0	321.0	89.1062
sub-062_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.0493	0.0274	0.0273	0.0069	0.3169	0.4513	0.0	0.0	359197.3438	22856.2539	2.0947	64	98.46153846153847	0.8362	1696.0969	478.8413	23.5015	7.33	7.52	7.52	1416.58	6882.78	6698.95	4410.49	114.7282	105.2648	570.3931	71.0	918955.0	0.0	2501.0	1729.1337	-0.0903	5831.0745	11883.1557	11722.0	195157.0	0.0	26945.0	7768.0706	8.1224	2118.6386	12382.8858	12078.0	30051.0	8648.0	16868.0	3181.4801
sub-063_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.3468	0.191	0.179	0.0311	0.3079	0.4173	0.0	0.0	-1.0	458255.0312	27.0068	64	98.46153846153847	0.6104	38.5477	11.1049	0.5237	6.17	4.38	4.38	1130.02	6393.17	6090.92	4105.32	420.3791	0.0	13.1996	0.0	938737.0	0.0	48.0	66.2097	7.4429	124.5386	397.4826	260.0	175375.0	116.0	1156.0	344.9651	85.1449	41.5129	237.1194	223.0	38554.0	162.0	337.0	92.5816
sub-064_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.224	0.1704	0.1906	0.0145	0.3376	0.4608	0.0	0.0	24878.8945	10041.3105	3.0534	64	98.46153846153847	0.9187	34.0999	11.1538	0.5912	5.99	6.2	6.2	1367.85	7619.84	6414.38	4706.28	235.6316	1.4826	17.1888	1.0	913556.0	0.0	65.0	74.3801	4.2501	140.8472	453.4934	282.0	200556.0	131.0	1277.0	380.1507	68.5368	40.0303	236.0174	227.0	37713.0	162.0	318.0	75.4634
sub-065_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.0214	0.0101	0.0105	0.001	0.2944	0.4306	0.0	0.0	392285.9062	21927.6699	2.8382	64	98.46153846153847	0.6796	2011.8912	660.024	40.6021	7.18	26.66	26.66	1260.0	6568.16	5693.23	3867.75	94.5368	180.8775	620.089	122.0	942650.0	0.0	2843.0	1708.4275	-1.0082	9160.9991	13558.1864	15327.0	171462.0	0.0	28521.0	9298.8096	3.3762	3663.5101	17128.5699	17057.0	21751.0	11493.0	24100.0	4469.5375
sub-066_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.0674	0.0484	0.0506	0.0049	0.294	0.4285	0.0	0.0	1144860.125	154861.1562	3.3637	64	98.46153846153847	0.7329	3908.1394	535.3724	30.54	3.59	3.14	3.14	1208.73	6285.35	6269.44	3851.79	110.3018	0.0	557.0556	0.0	948477.0	0.0	2262.0	1788.0376	-0.1844	6008.9868	12444.1649	12626.0	165635.0	0.0	26951.0	7769.1342	3.8064	2937.035	13701.8285	13475.0	33605.0	8199.0	19791.0	4038.2678
sub-067_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.3903	0.2582	0.2757	0.0331	0.3097	0.412	0.0	0.0	-1.0	794944.5	21.504	64	98.46153846153847	0.6725	51.8911	8.8001	0.5335	4.98	5.43	5.43	1224.35	6628.25	6090.92	3927.85	782.1233	0.0	12.0229	0.0	936227.0	0.0	44.0	69.3405	15.4918	111.1952	367.2992	265.0	177885.0	81.0	1009.0	310.4081	69.4712	44.4781	264.331	243.0	36953.0	170.0	391.0	136.5244
sub-068_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.0597	0.0401	0.0419	0.0117	0.3135	0.4494	0.0	0.0	626303.9375	145742.1875	2.1769	64	98.46153846153847	0.4048	2048.9563	546.205	27.9889	5.86	5.1	5.1	1210.72	6891.61	6129.81	4264.95	81.0746	0.0	688.6211	0.0	932231.0	0.0	3280.0	1965.1095	0.2043	5122.3907	11664.3302	11393.0	181881.0	0.0	26416.0	7417.6678	9.3697	1922.9351	11648.5579	11393.0	33160.0	8028.0	15882.0	2939.0073
